create_date,tweet_id,similarity,like_count,retweet_count,post_text,claim_number,group,hashtag,tweet_user
2020-06-20T22:30:05.000Z,1274469598566461440,0.7759977552212414,364,176,"Tens of thousands of voters didn't get their requested absentee ballots in recent primaries, including in the battleground states of Georgia and Wisconsin. With 5 months to go before the November election, some glaring trouble spots are beginning to emerge https://t.co/GrOfbXcmAW",35,3,,143737
2020-02-27T02:31:43.000Z,1232855802777612289,0.6334342298828866,291,176,"• At least 2,800 people have died worldwide, the vast majority in mainland China.

• There have been more than 80,000 global cases.

• There have been infections in every continent except Antarctica.

Follow the latest updates on the novel coronavirus: https://t.co/gghmhVu07Z",52,0,,143737
2020-07-24T02:53:22.000Z,1286494655161536513,0.3082415541784121,9123,7676,"Johns Hopkins University data records the US' first Covid-19 case on January 21. The US went from:

1 to 1 million cases in 99 days

1 million to 2 million cases in 43 days

2 million to 3 million cases in 28 days

3 million to 4 million cases in 15 days

https://t.co/LvcUWIb2Au https://t.co/hzQi0mfocE",98,1,,143737
2020-03-21T17:21:04.000Z,1241414538035113987,0.541153331744443,1334,494,"The cries from health care employees forced to work without personal protective equipment like gowns, masks and gloves during a pandemic is growing louder as the number of coronavirus cases increase in the US.
https://t.co/zb5Hh54n3n",103,1,,143737
2020-07-27T18:30:04.000Z,1287817546406789120,0.4621353411654448,630,216,"""Trump's promise to 'surge' his paramilitary-style units from Portland to other Democrat-run cities in coming weeks shows he is willing to employ the repressive tactics used by autocrats to vilify those who challenge them,"" Angela Dewan writes. | Analysis https://t.co/j97OqDrnBp",106,3,,143737
2020-07-29T01:29:48.000Z,1288285563431333888,0.5463582838450246,396,130,"""The number or rate of deaths from Covid-19 in the United States is a disaster no matter what metric is used. And it is clear from the [Fox] interview that President Trump willingly presents misinformation he is given."" | Dr. Kent Sepkowitz for @CNNOpinion https://t.co/Cq9kztnkjt",125,1,,143737
2020-07-29T02:29:54.000Z,1288300688070463489,0.4639571314536133,533,169,"""This is not how things are done in America,"" says Portland Mayor Ted Wheeler as federal agents continue to operate in his city.

""This is more like the police state in terms of the tactics. They weren't wanted here. We didn't invite them."" https://t.co/F3eQuRzl4D https://t.co/bJzomIbZzr",135,3,,143737
2020-05-13T02:06:00.000Z,1260390810807414785,0.8021282279043733,3229,1007,"Fact check: Senate Majority Leader Mitch McConnell falsely accused the Obama administration of failing to leave the Trump administration ""any kind of game plan"" for something like the coronavirus pandemic https://t.co/kzL9vvua3e",141,1,,143737
2020-02-06T01:35:01.000Z,1225231387554459648,0.8172622772027411,564,133,"House Speaker Nancy Pelosi called tearing up her State of the Union copy the ""courteous thing to do.""

CNN's Jeanne Moos reports on how Pelosi has been both lauded and shredded for her treatment of President Trump's speech. https://t.co/lQQELhS4A9 https://t.co/gTpIUJK9si",152,3,,143737
2020-02-06T05:47:38.000Z,1225294960087486464,0.7817539415576057,2824,429,House Republicans plan to introduce a disapproval resolution condemning House Speaker Nancy Pelosi for ripping up her copy of President Trump's State of the Union speech https://t.co/iTLKkFVwPZ,152,3,,143737
2020-05-19T22:55:26.000Z,1262879564822458369,0.7629535326654139,866,245,President Trump says he is considering a travel ban on Latin America and called the high number of US coronavirus cases a “badge of honor” because it means the country is testing more people https://t.co/egNXkSQw2T,158,0,,143737
2020-05-12T04:45:03.000Z,1260068448442429441,0.5738755041396959,273,110,"The coronavirus pandemic, directly or indirectly, may have killed far more people in New York City than the official Covid-19 death toll shows, according to a new CDC report. https://t.co/MmuFHvI6qj",161,1,,143737
2020-04-10T01:05:07.000Z,1248416686220300298,0.519262375155306,408,99,"""Modelers for sure didn't predict that a majority of American people would embrace that social distancing,"" says CDC Director Robert Redfield about why the main model used by the White House was updated to show far fewer projected US deaths from Covid-19. #CNNTownHall https://t.co/lvgW2BJBll",185,3,CNNTownHall,143737
2020-04-10T19:40:04.000Z,1248697273527173122,0.7149686227726657,294,95,"Even though the coronavirus pandemic continues to take lives across the United States, Covid-19 has not become the leading cause of death in the nation, the Centers for Disease Control and Prevention confirmed to CNN https://t.co/YIJ0WqZrJL",196,0,,143737
2020-04-15T22:10:09.000Z,1250546981350576128,0.7867922615602267,3067,660,"House Speaker Nancy Pelosi condemned President Trump's decision to have his name appear on the stimulus checks saying it's shameful and ""people are really desperate to get a check."" https://t.co/KEA3U7eXHi",251,1,,143737
2020-06-09T17:51:03.000Z,1270413113028984833,0.808214602271836,197,102,"A World Health Organization official clarifies after describing asymptomatic transmission of Covid-19 as being “rare.” Maria Van Kerkhove, WHO’s technical lead for coronavirus response, now says “this is a major unknown” about asymptomatic cases. https://t.co/zfw45pV9sz",266,0,,143737
2020-06-10T12:45:01.000Z,1270698483708825600,0.7917334754346144,1603,648,"Dr. Anthony Fauci, the nation's top infectious diseases expert, said the World Health Organization ""was not correct"" in suggesting Covid-19 transmission from an asymptomatic person to an uninfected person is very rare. https://t.co/rqPxBHK9GA",266,0,,143737
2020-06-09T16:05:49.000Z,1270386629136527360,0.7915143765510481,311,126,"Update: A World Health Organization official clarifies after describing asymptomatic transmission of Covid-19 as being “rare.” Maria Van Kerkhove, WHO’s technical lead for coronavirus response, now says “this is a major unknown” about asymptomatic cases. https://t.co/wJogHFnt2g",266,0,,143737
2020-06-08T21:52:24.000Z,1270111460321103875,0.7365561573026662,1033,428,"The spread of Covid-19 by someone not showing symptoms ""appears to be rare,"" said Maria Van Kerkhove, the World Health Organization's technical lead for coronavirus response.

She also said apparently asymptomatic cases often turn out to be mild disease. https://t.co/4fquZHed6c",266,0,,143737
2020-02-28T15:00:05.000Z,1233406525491814400,0.8360927554104549,69464,18238,"38% of Americans wouldn't buy Corona beer ""under any circumstances"" because of the coronavirus, according to a recent survey. 

Just to be abundantly clear: There is no link between the virus and the beer. https://t.co/D8fL89Oe0E",287,1,,143737
2020-07-29T04:50:13.000Z,1288336001966977024,0.0,383,160,"LATEST: ZBC wishes to advise that a positive #Covid-19 case has been confirmed at Pockets Hill. @MoHCCZim guidance on contact tracing, disinfection and testing being implemented. Visitors not allowed until further notice and normal programming will also be affected. @nickmangwana",0,1,Covid,86725
2020-07-30T12:09:20.000Z,1288808895960371200,0.0,549,130,"Almost 4k COVID-19 cases, highest reported in a day.😬

Hindi pwedeng mag-antay na lang tayo ng bakuna.

We need to intensify our health interventions. Mas agresibong testing, tracing, isolation at treatment &amp; raise the line of our healthcare system. 

https://t.co/XlqpZI9CLO",0,1,,134205
2020-07-27T08:45:04.000Z,1287670326873280512,0.0,360,165,"COVID-19 updates 👉 https://t.co/PYmgMM1pC2

🇩🇪 Germany's confirmed cases rise to 205,609
🇮🇳 India to open 3 high-capacity testing centres 
🇭🇰 Hong Kong extends restrictions as cases surge
🇬🇧 UK reviews travel quarantine to France, Germany https://t.co/CVrVD2TMqb",0,1,,4748
2020-07-29T00:35:00.000Z,1288271772882698243,0.0,547,147,"Given the surge in COVID-19 cases, there is no question our testing capacity is too low, &amp; without serious federal leadership, we will struggle to even maintain that capacity—let alone expand it the way we need to. 
 
We need serious investments &amp; a national testing plan.",0,1,,36581
2020-02-29T03:54:20.000Z,1233601371594805248,0.0,618,117,@tedlieu @realDonaldTrump We need legislation to ensure future presidential administrations do not have their own *state media* which masquerades as news. Millions of Americans - believe what Fox tells them: that Democrats are exaggerating to hurt Trump.,1,1,,135456
2020-02-29T03:40:20.000Z,1233597848752517121,0.0,36783,10780,"If you believe @realDonaldTrump’s words about the “new hoax,” then you are really stupid. Just today new #coronavirus cases were identified in Santa Clara County, CA and in Oregon. 

There are now over 85,000 cases worldwide &amp; over 2,900 deaths. Don’t be stupid. https://t.co/oTxp2DyWTD",1,1,coronavirus,97748
2020-03-31T18:09:29.000Z,1245050600661762049,0.6164246950419507,31529,12173,Appears @senatemajldr McConnnell can no longer defend the initial catastrophic failure of @realDonaldTrump in addressing the #COVID19 pandemic. He now blames impeachment. Except the trial ended Feb 5. And both @realDonaldTrump &amp; @GOP continued to downplay the virus after Feb 5. https://t.co/yeUnvpG1tI,162,0,COVID19,97748
2020-02-28T18:50:52.000Z,1233464600806543360,0.0,227,237,"Jevon Smith

#BREAKING I figured it out! 

Every election year has a disease

SARS ———2004
AVIAN———2008
SWINE———2010
MERS———-2012
EBOLA———2014
ZIKA————2016
EBOLA———2018
CORONA——2020

Coincidences? NEVER 

 #MAGA #Qanon #CoronaVirusUpdates #coronavirus #COVID2019 #Coronavid19",1,1,BREAKING#MAGA#Qanon#CoronaVirusUpdates#coronavirus#COVID2019#Coronavid19,44262
2020-05-10T15:45:27.000Z,1259509867707916289,0.0,1243,365,"The timeline is now abundantly clear: Mike Flynn was ambushed by the FBI in their quest to manufacture a bogus ""Russian collusion"" conspiracy. You don't have to agree with Mike Flynn's foreign policy views (I certainly don't) to recognize how maliciously he was railroaded",2,3,,92422
2020-05-30T19:04:40.000Z,1266807758059376642,0.0,824,789,"Are they really going to go down this road and claim the rioters are white nationalists?

Are you freaking kidding me man? 

Look at these white nationalists:  https://t.co/umpLSZZ1fZ",3,3,,143142
2020-05-30T14:06:55.000Z,1266732828299067393,0.0,5578,1480,Jack Brewer: George Floyd must be mourned -- and we must remember to keep our eye on the real enemy | Fox News https://t.co/CePCTLXnmh,3,3,,93248
2020-03-26T17:34:13.000Z,1243229785423306752,0.5635681528456531,18505,7742,"Anyone praising China’s “leadership” in responding that the virus should be scorned for being the authoritarian/communist propagandist that they are. 

Coronavirus: Spain says rapid tests from China work 30% of the time - Business Insider https://t.co/4tmh7KYWF6",31,1,,93248
2020-02-07T22:38:40.000Z,1225911783585652738,0.58140648452939,30560,8270,"Despite nonstop efforts from Democrats and their media lap dogs to destroy Donald Trump and his efforts to rebuild America, he continues bring it for America... these numbers are incredible!!! https://t.co/phSVxAREP4",78,3,,93248
2020-03-24T01:11:05.000Z,1242257594540056576,0.4509709018138279,34743,16076,"Watch @TuckerCarlson absolutely shred Nancy Pelosi's coronavirus response bill.

""House Democrats have crammed it with totally unrelated political priorities: identity politics, stoking racial division as usual, global warming, open borders..."" @SteveGuest https://t.co/vwQXI8Nnam",96,0,,93248
2020-05-31T16:50:01.000Z,1267136262365904898,0.3511107773440967,41005,13232,"Do @JoeBiden, @SpeakerPelosi and @SenSchumer agree with President Trump that ANTIFA is a violent terrorist organization or will they defend and excuse ANTIFA’s long history of violence? https://t.co/nHacgg4LVD",100,3,,93248
2020-06-03T12:42:06.000Z,1268161034055028739,0.5639498022704389,51838,18042,Why is @JoeBiden silent about the cold blooded murder of Captain David Dorn? Does his life not matter to Joe because it doesn’t fit his leftwing narrative about the riots and looters?!?  https://t.co/ZgfoOP9C50,100,3,,93248
2020-03-13T13:35:07.000Z,1238458571068768258,0.3771286122150277,25313,9910,Remember Democrats Pushed Impeachment While Coronavirus Spread.  https://t.co/GS9qwLnCaE,104,0,,93248
2020-07-01T22:57:56.000Z,1278462874990505984,0.3234897995543975,7749,2446,"Huge win for American workers!!! 
Thanks ⁦@realDonaldTrump⁩ for putting America First and not lost like Biden and the establishment have done for so long. 

USMCA Replaces NAFTA as Trump Delivers on One of Biggest Promises https://t.co/65HXW3Ro7N",131,1,,93248
2020-04-18T23:38:10.000Z,1251656297843490822,0.2724197750534261,48890,22529,"Watch this. All of it. Its likely the most important couple minutes of TV to ever effect you.  

RT
https://t.co/UCRHwWMeCt",134,1,,93248
2020-06-03T12:31:27.000Z,1268158355085889536,0.4385564629313223,6534,3169,"The @JoeBiden campaign is shamelessly fundraising off of the death of George Floyd.

People are still grieving and Joe’s using this awful tragedy to line the pockets of his campaign. 

Not right... but also not surprising! https://t.co/5n4Nled5cI",142,1,,93248
2020-06-19T19:57:42.000Z,1274068862326185984,0.3638909005924027,27351,8518,"🚨🚨🚨
Joe Rogan: Left-Wing Media Have 'Completely Ignored' Biden in 'Cognitive Decline' https://t.co/BvHs0ghT1M",149,1,,93248
2020-04-02T23:01:01.000Z,1245848740159602688,0.2479549890954944,24861,13203,"Yikes! I look forward to the nonstop coverage of Nancy Pelosi’s husband buying stocks that should outperform in the market right at the time of congressional briefings!

Pelosi’s Husband Bought Up Slack, Microsoft, and Alphabet Securities - Barron’s https://t.co/wNf8HVf0uT",194,1,,93248
2020-07-08T16:44:58.000Z,1280905729029914624,0.7955781968882787,20951,8740,"Defund academic leftist indoctrination! It’s truly sad what’s going on in college campuses. 

Marquette University threatened to rescind student’s admission over pro-Trump TikTok video | The College Fix https://t.co/4aVJSGjXLS",230,3,,93248
2020-02-21T22:09:27.000Z,1230977864008380416,0.53466690758292,14526,5454,"Well he is a communist... also, after  Trump put the toughest sanctions in recent history in them it’s much more believable that they would want America to suffer the Bern!

Russia trying to help Bernie’s campaign, according to briefing from U.S. officials https://t.co/bYRcNG16MT",241,3,,93248
2020-05-30T13:35:54.000Z,1266725023693385730,0.0,37635,10651,Today would be a great day for @realDonaldTrump to designate Antifa a domestic terrorist organization.,3,3,,20049
2020-06-29T17:45:12.000Z,1277659398362542089,0.0,494,314,This is what BLM is: intimidation &amp; violence. They are a nihilistic revolutionary front organisation. They have the legitimacy of a pack of hyenas. https://t.co/cjP60q0i7n,3,3,,53757
2020-02-27T11:44:41.000Z,1232994959910985729,0.0,1301,899,Credibility of European Court of Human Rights lies in ruins after judges’ links to Soros revealed https://t.co/2UD0u0gDq2,3,3,,53757
2020-05-30T09:01:02.000Z,1266655851114303488,0.0,502,216,"Between Covid-19, a crashed economy, 40 million unemployed and now unrest spreading from city to city America is in the throes of a full on “Color Revolution.”

This is no conspiracy theory. It’s very evident that there’s an ORCHESTRATED effort to destabilize America from within.",3,3,,91939
2020-05-30T10:59:44.000Z,1266685722469306369,,0,0,,3,3,,66931
2020-06-09T18:28:32.000Z,1270422545318191109,0.4072221337921717,4898,871,I just finished up a productive lunch discussion on a police reform and retraining package proposal. My colleagues and I will be releasing more details on the draft in the near future. I am hopeful that this legislation will bring much-needed solutions.,4,1,,48445
2020-03-27T14:38:35.000Z,1243547973533020162,0.5695536190035956,59838,2972,Please do not DM me asking vacation money.  I am trying to help people but don't want to be taken advantage of pls,4,1,,126883
2020-04-13T20:51:46.000Z,1249802480147484679,0.2845539699963817,743,266,"COVID-19: Buhari’s Speech Disappointing, Failed to Address Palliatives-PDP

The @OfficialPDPNig has described Monday’s COVID-19 Pandemic speech by President @MBuhari as very disappointing. https://t.co/R1GOUykjbf",4,1,,56554
2020-04-24T22:20:19.000Z,1253811033866731522,0.5953699006867017,1590,233,"Bravo, @GovMurphy!

I can't believe a New Yorker is saying this, but let's follow New Jersey's lead — and get this done for our tenants here in our state. https://t.co/TltdubePsD",4,1,,129437
2020-06-05T17:45:42.000Z,1268962213408190464,0.6471168134181647,1250,310,"The media will NOT talk about this… but median incomes in the U.S. climbed 10.5% in April. Americans had more cash to spend, so this may explain why the stock market is soaring again. What should you be doing with your money right now? See here: https://t.co/jX8qRtaAfu",4,1,,140162
2020-03-18T16:26:18.000Z,1240313591607279616,0.3959169534768142,4327,1395,Here is what Joe Biden said the day Trump stopped travel from China. You’ll see this on political ads until November. Huge for Trump. https://t.co/O1yImvtZmK,31,1,,140162
2020-05-20T22:34:55.000Z,1263236790443552769,0.5351326247568076,10862,2924,"Detroit is a manufacturing city built on the shoulders of hard working Americans who have stepped up alongside this Administration to deliver PPE during our greatest hour of need. Tomorrow @realDonaldTrump &amp; I will meet with local leaders to map its successful, swift reopening. https://t.co/25s1Nhxw5b",4,1,,42622
2020-07-22T16:52:40.000Z,1285981095037673472,0.6346516418495945,1947,745,"Trump March 26: “They’ll all come back. It may not be the same restaurant, it may not be the same ownership, but they'll all be back.” https://t.co/v0PiVHJwQm",4,1,,120189
2020-05-12T19:13:52.000Z,1260287093487607809,0.8902761186597021,7144,2639,"Obama's team left Trump's team a detailed pandemic ""Playbook.""

Mitch McConnell yesterday: ""Clearly the Obama administration did not leave to this administration any kind of game plan for something like this.""

Lara Trump: ""That's exactly right.""

https://t.co/F5PqoFLL2b",141,1,,120189
2020-04-02T23:26:07.000Z,1245855057284751361,0.934896812896527,1329,659,"Trump: ""They're doing tests on airlines -- very strong tests -- for getting on, getting off. They're doing tests on trains -- getting on, getting off.""

Airlines and Amtrak do not do coronavirus tests. A small percentage of flyers are getting screened. https://t.co/p8CUsRkxs2",171,1,,120189
2020-07-07T19:22:20.000Z,1280582945657454595,,1160,314,"Trump on political leaders who won't yet open schools in the fall: ""We don't want people to make political statements or do it for political reasons, they think it's gonna be good for them politically so they keep the schools closed. No way."" He says he'll put pressure on them.",272,1,,120189
2020-03-21T17:54:59.000Z,1241423073812918273,0.5266096905272328,2871,883,"Trump: ""Nobody would have believed, nobody would have thought possible, that this could happen."" (Experts and US intelligence had repeatedly warned of pandemic risks.)",273,1,,120189
2020-03-24T21:56:58.000Z,1242571133674815493,0.5139007842040365,842,156,"Trump claims he is ""working to develop a sophisticated plan to open the economy as soon as the time is right, one based on the best science, the best modeling and the best medical research there is anywhere on earth."" 

Prior to this, he's basically just said he wants it open.",297,3,,120189
2020-07-16T13:43:08.000Z,1283759070684557316,0.6626448385058125,1590,266,I sent this guy a video of Dr.Fauci saying that there’s no reason to wear a mask and this was his response 😂 https://t.co/WCpri9W6nY,5,1,,59609
2020-07-02T17:47:56.000Z,1278747246830510080,0.5212650545624469,699,183,"...country after country - all wearing masks, without people throwing temper tantrums. Why? They care about other people. They see living in a society as being about a balance of rights and responsibilities. Trumpers see it solely as ""I dont wanna"" and therefore imagine rights...",5,1,,80519
2020-05-12T23:08:06.000Z,1260346039862611968,0.1814350699001692,78449,10601,"And, the tweet of the Quarantine goes to..... https://t.co/PkGEuSGGN2",5,1,,57635
2020-05-05T15:59:28.000Z,1257701456775450626,,0,0,,5,1,,49101
2020-05-19T16:06:18.000Z,1262776602917769218,0.5420493285294651,866,67,"@NYGovCuomo People who don’t wear a mask are essentially broadcasting to the world that they don’t care about anyone but themselves. They are not only terrible citizens, but terrible human beings as well.",5,1,,82585
2020-07-19T12:07:47.000Z,1284822239435567105,0.5665618705796804,8630,981,"Starting today, I'm blocking anyone who thinks science has proven face masks don't work.",5,1,,71762
2020-05-13T11:42:21.000Z,1260535852188516353,0.5556558141796121,1368,603,"If you must go out in public for any reason, please wear a face covering. And remember, wearing a cloth face covering should supplement - not replace - social distancing. 

Don’t have a face covering?  See how to make one below! 👇🏽

https://t.co/BZTMIXEB5V",5,1,,135595
2020-06-15T10:46:07.000Z,1272480500339400707,0.5420152552885179,689,252,"New Surgeon General facemask message: ""If more wear them, we'll have MORE freedom to go out"" 

➡️ this is smart. It’s a message that would appeal to libertarians and conservatives to wear masks. Thanks @JeromeAdamsMD @Surgeon_General #COVID19 

https://t.co/nVeaTqrCkr",5,1,COVID19,30056
2020-03-24T08:36:33.000Z,1242369698999738368,0.7393612281622524,487,313,"RNA fragments not infectious - “new coronavirus can survive on surfaces for up to 17 days, says CDC... was identified on a variety of surfaces in cabins of both symptomatic and asymptomatic infected pax up to 17 days after cabins were vacated..."" #COVID19 https://t.co/K1oj9o5u9z",40,1,COVID19,30056
2020-07-30T16:01:54.000Z,1288867425518223360,0.5907808810857482,1335,438,"📍Hermain Cain’s passing is significant. Why? Let’s consider:

He was a multi-millionaire, famous CEO, presidential candidate.

Yet, with all his money, fame, &amp; connections—he still died from #covid19.

➡️ What this means is the danger is real. Nobody can escape the coronavirus.",129,1,covid19,30056
2020-02-26T18:13:37.000Z,1232730454299742210,0.7124324604288705,1242,795,Bad test or re-infected again by #COVID19? “14% of patients who recovered from the novel coronavirus and were discharged from hospitals in southern China's Guangdong province were tested positive again in later check-ups”. This isn’t good. https://t.co/CJ6yBZxJVs,278,1,COVID19,30056
2020-05-12T15:42:01.000Z,1260233776711467011,0.4949759820465007,1199,233,Papers confirming the effectiveness of masks https://t.co/23sfG8VdFC,5,1,,24866
2020-06-10T20:51:13.000Z,1270820839160717316,0.17476932213742954,380,125,pay attention people 👇 https://t.co/JHsM1aeLwp,5,1,,58748
2020-03-18T16:35:24.000Z,1240315880237682688,0.961991649165826,1359,299,Ttump says coronavirus “snuck up on us. a very unforeseen thing”,31,1,,58748
2020-05-04T12:00:00.000Z,1257278802360774656,0.6049775101618161,363,177,"My mask protects you, your mask protects me 😷

You can't always see if someone around you has a compromised immune system or underlying medical condition. Protect others from #COVID19 by wearing a mask when you leave home + keeping at least 6 feet between yourself + others. https://t.co/te9OKhFUJZ",5,1,COVID19,69635
2020-06-26T10:34:10.000Z,1276463758508867584,0.3416862099349163,247,111,"how can people not see what is happening?
We are going to be shamed for 70 years but we won't be able to call it a Holocaust https://t.co/jmjNxn0b3V",5,1,,65606
2020-04-17T15:27:17.000Z,1251170375599259648,0.5150697634464249,1263,877,"Receiving flu vaccine increases the risk of respiratory illnesses - scientific study.
#Plandemic https://t.co/o41ZaxviBw",95,1,Plandemic,65606
2020-05-21T22:50:53.000Z,1263603197869948928,0.5592798730142915,503,237,"Michigan AG Bans Trump For Not Wearing A Mask, Calls POTUS A ‘Petulant Child Who Refuses To Follow The Rules’ https://t.co/zxkLquLLq4",5,1,,88498
2020-03-10T03:03:14.000Z,1237212387230527488,0.9465588396520452,102,76,"Joe Biden tells @Lawrence that, as president, he would veto Medicare-for-All if it passed both houses of Congress and came to his desk. https://t.co/AOfPsXI3Xq",126,2,,88498
2020-03-24T16:00:15.000Z,1242481360721317888,0.3683608417633115,245,125,Axios Walks Back Suggestion That President Trump Caused People To Eat Fish-Bowl Cleaner https://t.co/FXMTGSPzjS,194,1,,88498
2020-04-30T16:32:36.000Z,1255897853542780928,0.5933338143029343,1343,634,"#FireChrisHayes is now trending on Twitter because of this segment on his show last night in which he covered Tara Reade’s sexual assault allegation against Joe Biden 
 https://t.co/eGWuf6lvF7",228,3,FireChrisHayes,88498
2020-02-24T00:44:33.000Z,1231741670590300160,0.7251519900000446,633,518,"Bernie Sanders on 60 Minutes praises aspects of Fidel Castro's Cuba:

“We’re very opposed to the authoritarian nature of Cuba but it’s unfair to say everything’s bad. When Castro came into office you know what he did? He had a massive literacy program.” https://t.co/7ltjZ86cIb",283,2,,88498
